crate_name,advisory_id,description,published_date,cvss_score,label
aws-sigv4,GHSA-mjv9-vp6w-3rc9,,2023-04-26T16:01:10Z,,1
enumflags2,GHSA-qvc4-78gw-pv8p,,2023-04-24T16:47:24Z,,1
tauri,GHSA-4wm2-cwcf-wwvp,,2023-05-03T21:57:22Z,,1
tauri,GHSA-4wm2-cwcf-wwvp,,2023-05-03T21:57:22Z,,1
tauri,GHSA-4wm2-cwcf-wwvp,,2023-05-03T21:57:22Z,,1
microbin,GHSA-mphm-gqh9-q59x,,2023-05-04T03:30:22Z,,1
ntpd,GHSA-qwhm-h7v3-mrjx,,2023-05-25T17:01:12Z,,1
deno,GHSA-vc52-gwm3-8v2f,,2023-05-31T23:39:40Z,,1
deno_runtime,GHSA-vc52-gwm3-8v2f,,2023-05-31T23:39:40Z,,1
sccache,GHSA-x7fr-pg8f-93f5,,2023-05-30T20:06:02Z,,1
sequoia-openpgp,GHSA-25mx-8f3v-8wh7,,2023-06-06T01:58:04Z,,1
sequoia-openpgp,GHSA-25mx-8f3v-8wh7,,2023-06-06T01:58:04Z,,1
sequoia-openpgp,GHSA-25mx-8f3v-8wh7,,2023-06-06T01:58:04Z,,1
buffered-reader,GHSA-29mf-62xx-28jq,,2023-06-06T01:58:41Z,,1
buffered-reader,GHSA-29mf-62xx-28jq,,2023-06-06T01:58:41Z,,1
trust-dns-server,GHSA-5fm9-h728-fwpj,,2023-06-06T02:06:23Z,,1
trust-dns-server,GHSA-5fm9-h728-fwpj,,2023-06-06T02:06:23Z,,1
xml-rs,GHSA-7gf7-jv65-wjmh,,2023-06-05T06:30:15Z,,1
ink,GHSA-853p-5678-hv8f,,2023-06-14T20:11:38Z,,1
ink_env,GHSA-853p-5678-hv8f,,2023-06-14T20:11:38Z,,1
ouroboros,GHSA-87mf-9wg6-ppf8,,2023-06-12T18:52:23Z,,1
urlnorm,GHSA-fqhp-rhm6-8rrj,,2023-06-21T21:30:25Z,,1
cyfs-base,GHSA-g753-ghr7-q33w,,2023-06-22T20:01:55Z,,1
atty,GHSA-g98v-hv3f-hcfr,,2023-06-30T20:21:59Z,,1
s2n-quic,GHSA-hxq4-mx37-fqvg,,2023-06-30T22:11:42Z,,1
git-url-parse,GHSA-qfh9-8p57-mjjj,,2023-06-12T15:30:28Z,,1
memoffset,GHSA-wfg4-322g-9vqv,,2023-06-21T22:06:29Z,,1
tauri,GHSA-wmff-grcw-jcfm,,2023-06-21T18:35:21Z,,1
openssl,GHSA-xcf7-rvmh-g6q4,,2023-06-21T22:07:52Z,,1
twitch-tui,GHSA-779w-xvpm-78jx,,2023-07-31T22:02:54Z,,1
topgrade,GHSA-f2wx-xjfw-xjv6,,2023-07-17T18:21:58Z,,1
lmdb-rs,GHSA-f9g6-fp84-fv92,,2023-07-19T22:09:38Z,,1
intaglio,GHSA-gch5-hwqf-mxhp,,2023-07-27T19:29:41Z,,1
s2n-quic,GHSA-rfhg-rjfp-9q8q,,2023-07-24T22:43:05Z,,1
ostree,GHSA-x96g-95fq-4xv4,,2023-07-18T15:30:36Z,,1
ntpd,GHSA-37xq-q42p-rv3p,,2023-08-24T22:18:39Z,,1
webpki,GHSA-8qv2-5vq6-g2g7,,2023-08-25T00:12:39Z,,1
lol-html,GHSA-c3x7-354f-4p2x,,2023-08-09T13:17:53Z,,1
rustls-webpki,GHSA-fh2r-99q2-6mmg,,2023-08-22T18:06:15Z,,1
rustls-webpki,GHSA-fh2r-99q2-6mmg,,2023-08-22T18:06:15Z,,1
odoh-rs,GHSA-gpcv-p28p-fv2p,,2023-08-03T16:35:20Z,,1
cargo,GHSA-j3xp-wfr4-hx87,,2023-08-03T16:30:52Z,,1
mail-internals,GHSA-rcx8-48pc-v9q8,,2023-08-24T22:20:47Z,,1
ed25519-dalek,GHSA-w5vr-6qhr-36cc,,2023-08-14T21:10:29Z,,1
cargo,GHSA-wrrj-h57r-vx9p,,2023-08-24T22:15:51Z,,1
zola,GHSA-xvv9-5j67-3rpq,,2023-08-14T03:30:32Z,,1
sudo-rs,GHSA-2r3c-m6v7-9354,,2023-09-21T17:07:15Z,,1
inventory,GHSA-36xm-35qq-795w,,2023-09-11T20:43:41Z,,1
aes-gcm,GHSA-423w-p2w9-r7vq,,2023-09-22T16:11:47Z,,1
vm-memory,GHSA-49hh-fprx-m68g,,2023-09-04T16:35:37Z,,1
bcder,GHSA-6jmw-6mxw-w4jc,,2023-09-13T15:31:14Z,,1
tungstenite,GHSA-9mcr-873m-xcxp,,2023-09-21T06:30:25Z,,1
lexical,GHSA-c2hm-mjxv-89r4,,2023-09-04T17:02:00Z,,1
blurhash,GHSA-cxvp-82cq-57h2,,2023-09-21T17:10:22Z,,1
inventory,GHSA-ghc8-5cgm-5rpf,,2023-09-11T20:43:17Z,,1
wasmtime,GHSA-gw5p-q8mj-p7gh,,2023-09-14T19:33:17Z,,1
wasmtime,GHSA-gw5p-q8mj-p7gh,,2023-09-14T19:33:17Z,,1
wasmtime,GHSA-gw5p-q8mj-p7gh,,2023-09-14T19:33:17Z,,1
libwebp-sys2,GHSA-j7hp-h8jx-5ppr,,2023-09-12T15:30:20Z,,1
libwebp-sys,GHSA-j7hp-h8jx-5ppr,,2023-09-12T15:30:20Z,,1
webp,GHSA-j7hp-h8jx-5ppr,,2023-09-12T15:30:20Z,,1
users,GHSA-jcr6-4frq-9gjj,,2023-09-11T20:43:31Z,,1
quinn-proto,GHSA-q8wc-j5m9-27w3,,2023-09-21T17:16:54Z,,1
gix-transport,GHSA-rrjw-j4m2-mf34,,2023-09-25T20:21:16Z,,1
sqlpage,GHSA-v5wf-jg37-r9m5,,2023-09-21T17:10:06Z,,1
apollo-router,GHSA-w8vq-3hf9-xppx,,2023-09-07T12:58:29Z,,1
phonenumber,GHSA-whhr-7f2w-qqj2,,2023-09-21T17:10:57Z,,1
phonenumber,GHSA-whhr-7f2w-qqj2,,2023-09-21T17:10:57Z,,1
tauri-cli,GHSA-2rcp-jvr4-r259,,2023-10-20T15:18:52Z,,1
tauri-cli,GHSA-2rcp-jvr4-r259,,2023-10-20T15:18:52Z,,1
stellar-strkey,GHSA-5873-6fwq-463f,,2023-10-25T14:09:10Z,,1
cocoon,GHSA-6878-6wc2-pf5h,,2023-10-24T19:22:26Z,,1
rustix,GHSA-c827-hfw6-qwvm,,2023-10-18T18:27:47Z,,1
rustix,GHSA-c827-hfw6-qwvm,,2023-10-18T18:27:47Z,,1
rustix,GHSA-c827-hfw6-qwvm,,2023-10-18T18:27:47Z,,1
rustix,GHSA-c827-hfw6-qwvm,,2023-10-18T18:27:47Z,,1
pleaser,GHSA-cgf8-h3fp-h956,,2023-10-20T06:30:19Z,,1
apollo-router,GHSA-r344-xw3p-2frj,,2023-10-19T16:08:10Z,,1
s2n-quic,GHSA-475v-pq2g-fp9g,,2023-11-08T15:03:09Z,,1
self_cell,GHSA-48m6-wm5p-rr6h,,2023-11-14T18:32:20Z,,1
self_cell,GHSA-48m6-wm5p-rr6h,,2023-11-14T18:32:20Z,,1
rsa,GHSA-4grx-2x9w-596c,,2023-11-28T23:28:25Z,,1
rsa,GHSA-c38w-74pg-36hr,,2023-11-28T23:28:27Z,,1
rusty-paseto,GHSA-j57r-4qw6-58r3,,2023-11-07T23:44:25Z,,1
openssl,GHSA-xphf-cx8h-7q9g,,2023-11-28T20:51:08Z,,1
zerocopy,GHSA-3mv5-343c-w2qg,,2023-12-15T03:48:38Z,,1
zerocopy,GHSA-3mv5-343c-w2qg,,2023-12-15T03:48:38Z,,1
zerocopy,GHSA-3mv5-343c-w2qg,,2023-12-15T03:48:38Z,,1
zerocopy,GHSA-3mv5-343c-w2qg,,2023-12-15T03:48:38Z,,1
zerocopy,GHSA-3mv5-343c-w2qg,,2023-12-15T03:48:38Z,,1
zerocopy,GHSA-3mv5-343c-w2qg,,2023-12-15T03:48:38Z,,1
russh,GHSA-45x7-px36-x8w8,,2023-12-18T19:22:09Z,,1
wasmer-cli,GHSA-4mq4-7rw3-vm5j,,2023-12-13T13:32:38Z,,1
pubnub,GHSA-5844-q3fc-56rh,,2023-12-06T06:30:20Z,,1
rosenpass,GHSA-6ggr-cwv4-g7qg,,2023-12-21T23:15:57Z,,1
candid,GHSA-7787-p7x6-fq3j,,2023-12-08T15:23:22Z,,1
tokio-boring,GHSA-pjrj-h4fg-6gm4,,2023-12-05T23:42:49Z,,1
unsafe-libyaml,GHSA-r24f-hg58-vfrw,,2023-12-21T18:14:34Z,,1
zerocopy,GHSA-rjhf-4mh8-9xjq,,2023-12-18T19:18:46Z,,1
zerocopy,GHSA-rjhf-4mh8-9xjq,,2023-12-18T19:18:46Z,,1
zerocopy,GHSA-rjhf-4mh8-9xjq,,2023-12-18T19:18:46Z,,1
zerocopy,GHSA-rjhf-4mh8-9xjq,,2023-12-18T19:18:46Z,,1
zerocopy,GHSA-rjhf-4mh8-9xjq,,2023-12-18T19:18:46Z,,1
zerocopy,GHSA-rjhf-4mh8-9xjq,,2023-12-18T19:18:46Z,,1
quiche,GHSA-w3vp-jw9m-f9pm,,2023-12-13T13:34:55Z,,1
birdcage,GHSA-wj7f-468m-6mv8,,2023-12-01T22:46:37Z,,1
surrealdb,GHSA-x5fr-7hhj-34j3,,2023-12-15T03:46:36Z,,1
evm,GHSA-27wg-99g8-2v4v,,2024-01-03T21:48:34Z,,1
anoncreds-clsignatures,GHSA-2q6j-gqc4-4gw3,,2024-01-16T21:13:36Z,,1
ursa,GHSA-2q6j-gqc4-4gw3,,2024-01-16T21:13:36Z,,1
evm,GHSA-4jwq-572w-4388,,2024-01-30T23:55:38Z,,1
evm-core,GHSA-4jwq-572w-4388,,2024-01-30T23:55:38Z,,1
evm,GHSA-4jwq-572w-4388,,2024-01-30T23:55:38Z,,1
evm,GHSA-4jwq-572w-4388,,2024-01-30T23:55:38Z,,1
evm,GHSA-4jwq-572w-4388,,2024-01-30T23:55:38Z,,1
evm,GHSA-4jwq-572w-4388,,2024-01-30T23:55:38Z,,1
evm,GHSA-4jwq-572w-4388,,2024-01-30T23:55:38Z,,1
evm-core,GHSA-4jwq-572w-4388,,2024-01-30T23:55:38Z,,1
evm-core,GHSA-4jwq-572w-4388,,2024-01-30T23:55:38Z,,1
evm-core,GHSA-4jwq-572w-4388,,2024-01-30T23:55:38Z,,1
evm-core,GHSA-4jwq-572w-4388,,2024-01-30T23:55:38Z,,1
evm-core,GHSA-4jwq-572w-4388,,2024-01-30T23:55:38Z,,1
surrealdb,GHSA-58j9-j2fj-v8f4,,2024-01-19T20:31:21Z,,1
ursa,GHSA-6698-mhxx-r84g,,2024-01-16T21:13:40Z,,1
anoncreds-clsignatures,GHSA-6698-mhxx-r84g,,2024-01-16T21:13:40Z,,1
surrealdb,GHSA-6r8p-hpg7-825g,,2024-01-18T15:55:18Z,,1
snow,GHSA-7g9j-g5jg-3vv3,,2024-01-24T20:53:48Z,,1
vmm-sys-util,GHSA-875g-mfp6-g7f9,,2024-01-02T16:28:08Z,,1
tracing,GHSA-8f24-6m29-wm2r,,2024-01-17T20:32:35Z,,1
h2,GHSA-8r5v-vm4m-4g25,,2024-01-19T15:24:56Z,,1
h2,GHSA-8r5v-vm4m-4g25,,2024-01-19T15:24:56Z,,1
trillium-http,GHSA-9f9p-cp3c-72jf,,2024-01-24T20:20:38Z,,1
trillium-client,GHSA-9f9p-cp3c-72jf,,2024-01-24T20:20:38Z,,1
rust-i18n-support,GHSA-c8v3-jhv9-4ppc,,2024-01-23T20:10:48Z,,1
surrealdb,GHSA-jm4v-58r5-66hj,,2024-01-18T15:44:51Z,,1
surrealdb,GHSA-m24x-r6q3-2vp9,,2024-01-18T15:48:48Z,,1
safe_pqc_kyber,GHSA-p4v8-jgcv-9g75,,2024-01-03T21:40:45Z,,1
lemmy_server,GHSA-r64r-5h43-26qv,,2024-01-24T21:13:39Z,,1
ursa,GHSA-r78f-4q2q-hvv4,,2024-01-16T21:13:43Z,,1
anoncreds-clsignatures,GHSA-r78f-4q2q-hvv4,,2024-01-16T21:13:43Z,,1
shlex,GHSA-r7qv-8r2h-pg27,,2024-01-22T21:21:30Z,,1
ferris-says,GHSA-v363-rrf2-5fmj,,2024-01-17T20:31:11Z,,1
ferris-says,GHSA-v363-rrf2-5fmj,,2024-01-17T20:31:11Z,,1
threadalone,GHSA-w59h-378f-2frm,,2024-01-23T14:43:35Z,,1
libgit2-sys,GHSA-22q8-ghmq-63vf,,2024-02-12T15:42:14Z,,1
ckb,GHSA-29c2-65rj-h343,,2024-02-03T00:29:06Z,,1
ckb,GHSA-29c2-65rj-h343,,2024-02-03T00:29:06Z,,1
ckb,GHSA-29c2-65rj-h343,,2024-02-03T00:29:06Z,,1
ckb,GHSA-29c2-65rj-h343,,2024-02-03T00:29:06Z,,1
ckb,GHSA-29c2-65rj-h343,,2024-02-03T00:29:06Z,,1
ckb,GHSA-3gjh-29fv-8hr6,,2024-02-03T00:18:10Z,,1
eza,GHSA-3qx3-6hxr-j2ch,,2024-02-08T18:47:28Z,,1
surrealdb,GHSA-6wr5-jmpr-mjcx,,2024-02-21T00:03:06Z,,1
svix,GHSA-747x-5m58-mq97,,2024-02-13T06:30:28Z,,1
ckb,GHSA-84x2-2qv6-qg56,,2024-02-02T22:21:27Z,,1
surrealdb,GHSA-8xff-473h-f863,,2024-02-21T00:00:54Z,,1
libpulse-binding,GHSA-f56g-chqp-22m9,,2024-02-03T00:28:45Z,,1
ckb,GHSA-h4c3-5275-vrmg,,2024-02-03T00:29:02Z,,1
wasmtime,GHSA-h84q-m8rr-3v9q,,2024-02-01T00:15:47Z,,1
wasmtime,GHSA-h84q-m8rr-3v9q,,2024-02-01T00:15:47Z,,1
ckb,GHSA-hjqq-29pw-96wj,,2024-02-02T22:23:11Z,,1
ckb,GHSA-hjqq-29pw-96wj,,2024-02-02T22:23:11Z,,1
ckb,GHSA-pr39-8257-fxc2,,2024-02-02T22:22:42Z,,1
surrealdb,GHSA-q3gg-m8hr-h4x4,,2024-02-21T00:04:05Z,,1
ckb,GHSA-q669-2vfg-cxcg,,2024-02-02T20:59:17Z,,1
ckb,GHSA-q73f-w3h7-7wcc,,2024-02-03T00:18:13Z,,1
ckb,GHSA-r9rv-9mh8-pxf4,,2024-02-02T22:23:07Z,,1
serde-json-wasm,GHSA-rr69-rxr6-8qwf,,2024-02-09T16:03:32Z,,1
serde-json-wasm,GHSA-rr69-rxr6-8qwf,,2024-02-09T16:03:32Z,,1
svix,GHSA-w277-wpqf-rcfv,,2024-02-06T20:30:14Z,,1
ckb,GHSA-wjxc-pjx9-4wvm,,2024-02-03T00:18:06Z,,1
pqc_kyber,GHSA-x5j2-g63m-f8g4,,2024-02-09T16:19:53Z,,1
tls-listener,GHSA-2qph-qpvm-2qf7,,2024-03-15T19:57:22Z,,1
deno,GHSA-3j27-563v-28wf,,2024-03-06T17:04:29Z,,1
eza,GHSA-3xc6-7h59-j2x4,,2024-03-06T00:31:27Z,,1
deno,GHSA-5frw-4rwq-xhcr,,2024-03-06T17:03:36Z,,1
deno,GHSA-6q4w-9x56-rmwq,,2024-03-06T17:04:08Z,,1
aliyundrive-webdav,GHSA-73v2-rxqp-7q4f,,2024-03-29T18:30:42Z,,1
wasmi,GHSA-75jp-vq8x-h4cq,,2024-03-07T17:26:27Z,,1
quiche,GHSA-78wx-jg4j-5j6g,,2024-03-13T15:39:40Z,,1
quiche,GHSA-78wx-jg4j-5j6g,,2024-03-13T15:39:40Z,,1
apollo-router,GHSA-cgqf-3cq5-wvcj,,2024-03-06T18:24:17Z,,1
deno,GHSA-hrqr-jv8w-v9jh,,2024-03-05T16:19:44Z,,1
deno,GHSA-m4pq-fv2w-6hrw,,2024-03-05T20:54:14Z,,1
deno_runtime,GHSA-m4pq-fv2w-6hrw,,2024-03-05T20:54:14Z,,1
mio,GHSA-r8w9-5wcg-vfj7,,2024-03-04T20:44:35Z,,1
deno,GHSA-wrqv-pf6j-mqjp,,2024-03-05T20:49:14Z,,1
quiche,GHSA-xhg9-xwch-vr7x,,2024-03-13T15:38:21Z,,1
quiche,GHSA-xhg9-xwch-vr7x,,2024-03-13T15:38:21Z,,1
eyre,GHSA-4v52-7q2x-v4xj,,2024-04-05T15:08:53Z,,1
transpose,GHSA-5gmm-6m36-r7jh,,2024-04-05T15:41:34Z,,1
rustls,GHSA-6g7w-8wpp-frhj,,2024-04-19T19:46:57Z,,1
rustls,GHSA-6g7w-8wpp-frhj,,2024-04-19T19:46:57Z,,1
rustls,GHSA-6g7w-8wpp-frhj,,2024-04-19T19:46:57Z,,1
rustls,GHSA-6g7w-8wpp-frhj,,2024-04-19T19:46:57Z,,1
wasmtime,GHSA-75hq-h6g9-h4q5,,2024-04-02T21:09:23Z,,1
cosmwasm-std,GHSA-8724-5xmm-w5xq,,2024-04-24T17:37:59Z,,1
cosmwasm-std,GHSA-8724-5xmm-w5xq,,2024-04-24T17:37:59Z,,1
cosmwasm-std,GHSA-8724-5xmm-w5xq,,2024-04-24T17:37:59Z,,1
gix-transport,GHSA-98p4-xjmm-8mfh,,2024-04-15T19:33:03Z,,1
gix,GHSA-98p4-xjmm-8mfh,,2024-04-15T19:33:03Z,,1
gitoxide,GHSA-98p4-xjmm-8mfh,,2024-04-15T19:33:03Z,,1
libdav1d-sys,GHSA-mc39-h54g-pvw6,,2024-04-05T15:42:39Z,,1
h2,GHSA-q6cp-qfwq-4gcv,,2024-04-05T15:05:32Z,,1
h2,GHSA-q6cp-qfwq-4gcv,,2024-04-05T15:05:32Z,,1
whoami,GHSA-w5w5-8vfh-xcjq,,2024-04-05T15:39:19Z,,1
hpack,GHSA-w7hm-hmxv-pvhf,,2024-04-05T15:06:27Z,,1
cassandra-cpp,GHSA-x9xc-63hg-vcfq,,2024-04-05T15:00:55Z,,1
crayon,GHSA-xfhw-6mc4-mgxf,,2024-04-05T15:40:40Z,,1
deno,GHSA-23rx-c3g5-hv9w,,2024-05-08T14:33:16Z,,1
yamux,GHSA-3999-5ffv-wp2r,,2024-05-01T16:40:49Z,,1
ic-stable-structures,GHSA-3rcq-39xp-7xjp,,2024-05-21T14:49:48Z,,1
gix-worktree-state,GHSA-49jc-r788-3fc9,,2024-05-22T14:13:24Z,,1
gitoxide,GHSA-49jc-r788-3fc9,,2024-05-22T14:13:24Z,,1
gix-worktree,GHSA-49jc-r788-3fc9,,2024-05-22T14:13:24Z,,1
gitoxide-core,GHSA-49jc-r788-3fc9,,2024-05-22T14:13:24Z,,1
gix,GHSA-49jc-r788-3fc9,,2024-05-22T14:13:24Z,,1
gix-ref,GHSA-49jc-r788-3fc9,,2024-05-22T14:13:24Z,,1
gix-index,GHSA-49jc-r788-3fc9,,2024-05-22T14:13:24Z,,1
tauri,GHSA-57fm-592m-34r7,,2024-05-23T14:11:24Z,,1
tauri,GHSA-57fm-592m-34r7,,2024-05-23T14:11:24Z,,1
gix-worktree-state,GHSA-7w47-3wg8-547c,,2024-05-22T14:05:58Z,,1
gitoxide,GHSA-7w47-3wg8-547c,,2024-05-22T14:05:58Z,,1
gix-fs,GHSA-7w47-3wg8-547c,,2024-05-22T14:05:58Z,,1
gix-worktree,GHSA-7w47-3wg8-547c,,2024-05-22T14:05:58Z,,1
gix,GHSA-7w47-3wg8-547c,,2024-05-22T14:05:58Z,,1
gitoxide-core,GHSA-7w47-3wg8-547c,,2024-05-22T14:05:58Z,,1
gix-index,GHSA-7w47-3wg8-547c,,2024-05-22T14:05:58Z,,1
arti,GHSA-9328-gcfq-p269,,2024-05-18T00:30:42Z,,1
tor-circmgr,GHSA-9328-gcfq-p269,,2024-05-18T00:30:42Z,,1
matrix-sdk-crypto,GHSA-9ggc-845v-gcgv,,2024-05-13T16:04:37Z,,1
vodozemac,GHSA-c3hm-hxwf-g5c6,,2024-05-03T19:34:07Z,,1
tor-circmgr,GHSA-c96h-cxx6-rmg9,,2024-05-18T00:30:42Z,,1
arti,GHSA-c96h-cxx6-rmg9,,2024-05-18T00:30:42Z,,1
spin-sdk,GHSA-f3h7-gpjj-wcvh,,2024-05-08T17:50:49Z,,1
apollo-router,GHSA-q9p4-hw9m-fj2v,,2024-05-02T08:20:00Z,,1
static-web-server,GHSA-rwfq-v4hq-h7fg,,2024-05-01T16:39:24Z,,1
nano-id,GHSA-2hfw-w739-p7x5,,2024-06-04T17:49:18Z,,1
ntpd,GHSA-2xpx-vcmq-5f72,,2024-06-28T21:05:52Z,,1
s2n-tls,GHSA-52xf-5p2m-9wrv,,2024-06-06T14:26:18Z,,1
wasmer,GHSA-55f3-3qvg-8pv5,,2024-06-07T19:40:00Z,,1
rhai,GHSA-67fv-9r7g-432h,,2024-06-13T18:31:59Z,,1
sequoia-openpgp,GHSA-9344-p847-qm5c,,2024-06-26T19:10:15Z,,1
nano-id,GHSA-9hc7-6w9r-wj94,,2024-06-04T18:40:34Z,,1
curve25519-dalek,GHSA-x4gp-pqpj-f43q,,2024-06-18T21:56:24Z,,1
qdrant,GHSA-xcr2-h8hv-6227,,2024-06-02T22:30:10Z,,1
matrix-sdk-crypto,GHSA-4qg4-cvh2-crgg,,2024-07-18T15:28:07Z,,1
risc0-zkvm,GHSA-5xgj-pmjj-gw49,,2024-07-15T18:32:22Z,,1
xmp_toolkit,GHSA-66fw-43h8-f8p3,,2024-07-26T21:14:54Z,,1
