crate,downloads,recent_downloads,updated_at,created_at,max_version,description,repository,stars,forks,open_issues,license,active_ratio,updated_at_dt,days_since_update,created_at_dt,days_since_created,github_data_missing
syn,819905368,119945998,2025-03-09T21:23:48.900018Z,2016-09-07T15:22:40.491981Z,2.0.100,Parser for Rust source code,https://github.com/dtolnay/syn,3039,317,63,Apache License 2.0,0.14629249018406232,2025-03-09 21:23:48.900018+00:00,29,2016-09-07 15:22:40.491981+00:00,3135,0
hashbrown,598376356,114294580,2024-11-25T00:36:20.789854Z,2018-10-29T14:28:15.767024Z,0.15.2,A Rust port of Google's SwissTable hash map,https://github.com/rust-lang/hashbrown,2607,297,89,Apache License 2.0,0.19100784791035427,2024-11-25 00:36:20.789854+00:00,134,2018-10-29 14:28:15.767024+00:00,2353,0
bitflags,597676915,91708636,2025-03-01T10:07:07.056260Z,2015-01-15T08:35:24.901276Z,2.9.0,"A macro to generate structures which behave like bitflags.
",https://github.com/bitflags/bitflags,999,149,7,Apache License 2.0,0.15344182399950984,2025-03-01 10:07:07.056260+00:00,38,2015-01-15 08:35:24.901276+00:00,3736,0
proc-macro2,571664895,76845431,2025-03-03T05:14:34.171809Z,2017-07-06T01:01:58.064887Z,1.0.94,A substitute implementation of the compiler's `proc_macro` API to decouple token-based libraries from the procedural macro use case.,https://github.com/dtolnay/proc-macro2,813,117,14,Apache License 2.0,0.13442391105719373,2025-03-03 05:14:34.171809+00:00,36,2017-07-06 01:01:58.064887+00:00,2833,0
quote,559268030,75816388,2025-03-11T23:56:24.338648Z,2016-09-03T05:42:05.484129Z,1.0.40,Quasi-quoting macro quote!(...),https://github.com/dtolnay/quote,1398,93,6,Apache License 2.0,0.13556360087309122,2025-03-11 23:56:24.338648+00:00,27,2016-09-03 05:42:05.484129+00:00,3139,0
libc,552948992,73838536,2025-04-03T07:19:23.284954Z,2015-01-15T20:22:13.100871Z,1.0.0-alpha.1,Raw FFI bindings to platform libraries like libc.,https://github.com/rust-lang/libc,2220,1097,174,Apache License 2.0,0.13353589041355915,2025-04-03 07:19:23.284954+00:00,5,2015-01-15 20:22:13.100871+00:00,3735,0
base64,543103416,89840089,2024-04-30T23:16:40.343739Z,2015-12-04T01:07:31.173829Z,0.22.1,encodes and decodes base64 as bytes or utf8,https://github.com/marshallpierce/rust-base64,650,121,19,Apache License 2.0,0.16541985624336417,2024-04-30 23:16:40.343739+00:00,342,2015-12-04 01:07:31.173829+00:00,3413,0
regex-syntax,522031899,82359643,2024-09-29T13:26:58.258288Z,2015-05-27T23:19:16.839117Z,0.8.5,A regular expression parser.,https://github.com/rust-lang/regex/tree/master/regex-syntax,,,,,0.15776745282762883,2024-09-29 13:26:58.258288+00:00,191,2015-05-27 23:19:16.839117+00:00,3603,1
rand_core,502431220,72870217,2025-03-01T14:01:08.459817Z,2017-09-14T12:02:18.709038Z,0.9.3,"Core random number generator traits and tools for implementation.
",https://github.com/rust-random/rand,1815,459,25,Other,0.14503520899835803,2025-03-01 14:01:08.459817+00:00,38,2017-09-14 12:02:18.709038+00:00,2763,0
serde,497052740,66610896,2025-03-09T19:13:49.968038Z,2014-12-05T20:20:39.487502Z,1.0.219,A generic serialization/deserialization framework,https://github.com/serde-rs/serde,9574,812,314,Apache License 2.0,0.13401172680388002,2025-03-09 19:13:49.968038+00:00,29,2014-12-05 20:20:39.487502+00:00,3776,0
cfg-if,494346850,61471470,2020-10-06T18:44:12.678620Z,2015-07-08T01:11:24.485040Z,1.0.0,"A macro to ergonomically define an item depending on a large number of #[cfg]
parameters. Structured like an if-else chain, the first matching branch is the
item that gets emitted.
",https://github.com/alexcrichton/cfg-if,581,42,6,Apache License 2.0,0.12434886557889466,2020-10-06 18:44:12.678620+00:00,1644,2015-07-08 01:11:24.485040+00:00,3562,0
rand,493172550,68859276,2025-01-27T13:38:34.935106Z,2015-02-03T06:17:14.147783Z,0.9.0,"Random number generators and other randomness functionality.
",https://github.com/rust-random/rand,1815,459,25,Other,0.13962511903795133,2025-01-27 13:38:34.935106+00:00,71,2015-02-03 06:17:14.147783+00:00,3717,0
indexmap,463134908,81128798,2025-04-04T23:17:05.300032Z,2018-01-30T17:59:48.053105Z,2.9.0,A hash table with consistent order and fast iteration.,https://github.com/indexmap-rs/indexmap,1961,164,16,Apache License 2.0,0.17517314415004104,2025-04-04 23:17:05.300032+00:00,3,2018-01-30 17:59:48.053105+00:00,2624,0
getrandom,459159161,79297361,2025-03-17T21:51:47.455402Z,2019-01-19T12:56:49.379182Z,0.3.2,A small cross-platform library for retrieving random data from system source,https://github.com/rust-random/getrandom,370,204,4,Apache License 2.0,0.17270124988315327,2025-03-17 21:51:47.455402+00:00,21,2019-01-19 12:56:49.379182+00:00,2271,0
serde_derive,455409207,62532197,2025-03-09T19:13:28.347565Z,2016-08-29T05:22:31.552019Z,1.0.219,"Macros 1.1 implementation of #[derive(Serialize, Deserialize)]",https://github.com/serde-rs/serde,9574,812,314,Apache License 2.0,0.13730990950299343,2025-03-09 19:13:28.347565+00:00,29,2016-08-29 05:22:31.552019+00:00,3144,0
autocfg,452569734,61907020,2024-09-27T01:05:28.096978Z,2018-05-30T18:21:35.379916Z,1.4.0,Automatic cfg for Rust compiler features,https://github.com/cuviper/autocfg,96,23,14,Apache License 2.0,0.1367900134479607,2024-09-27 01:05:28.096978+00:00,193,2018-05-30 18:21:35.379916+00:00,2504,0
itoa,450166312,60602480,2025-03-03T23:42:45.916886Z,2016-06-25T21:50:33.832Z,1.0.15,Fast integer primitive to string conversion,https://github.com/dtolnay/itoa,325,39,3,Apache License 2.0,0.1346224237232572,2025-03-03 23:42:45.916886+00:00,35,2016-06-25 21:50:33.832000+00:00,3208,0
memchr,441167766,59753726,2024-06-14T00:17:06.888625Z,2015-06-11T23:00:13.079973Z,2.7.4,"Provides extremely fast (uses SIMD on x86_64, aarch64 and wasm32) routines for
1, 2 or 3 byte search and single substring search.
",https://github.com/BurntSushi/memchr,1053,107,15,The Unlicense,0.1354444513065354,2024-06-14 00:17:06.888625+00:00,298,2015-06-11 23:00:13.079973+00:00,3588,0
itertools,439539708,95554693,2024-12-31T12:32:06.925445Z,2014-11-21T19:56:41.399795Z,0.14.0,"Extra iterator adaptors, iterator methods, free functions, and macros.",https://github.com/rust-itertools/itertools,2879,319,155,Apache License 2.0,0.2173971799608148,2024-12-31 12:32:06.925445+00:00,98,2014-11-21 19:56:41.399795+00:00,3790,0
serde_json,433964372,60049593,2025-03-03T09:04:21.796751Z,2015-08-07T19:04:18.632088Z,1.0.140,A JSON serialization file format,https://github.com/serde-rs/json,5141,579,190,Apache License 2.0,0.13837447697204047,2025-03-03 09:04:21.796751+00:00,36,2015-08-07 19:04:18.632088+00:00,3531,0
log,422009517,57908250,2025-03-24T09:21:53.062280Z,2014-12-13T22:10:19.944550Z,0.4.27,"A lightweight logging facade for Rust
",https://github.com/rust-lang/log,2319,262,11,Apache License 2.0,0.13722024662301632,2025-03-24 09:21:53.062280+00:00,15,2014-12-13 22:10:19.944550+00:00,3768,0
once_cell,420384155,63831240,2025-03-28T17:15:56.184274Z,2018-08-02T00:12:48.969947Z,1.21.3,Single assignment cells and lazy values.,https://github.com/matklad/once_cell,1950,114,2,Apache License 2.0,0.15184026143896884,2025-03-28 17:15:56.184274+00:00,11,2018-08-02 00:12:48.969947+00:00,2441,0
regex,416008939,53822606,2024-10-24T14:17:06.057437Z,2014-12-13T22:10:11.303311Z,1.11.1,"An implementation of regular expressions for Rust. This implementation uses
finite automata and guarantees linear time matching on all inputs.
",https://github.com/rust-lang/regex,3671,461,67,Apache License 2.0,0.12937848434069346,2024-10-24 14:17:06.057437+00:00,166,2014-12-13 22:10:11.303311+00:00,3768,0
rand_chacha,408137341,61950719,2025-01-27T13:38:26.609781Z,2018-10-17T10:08:22.907614Z,0.9.0,"ChaCha random number generator
",https://github.com/rust-random/rand,1815,459,25,Other,0.151788902353828,2025-01-27 13:38:26.609781+00:00,71,2018-10-17 10:08:22.907614+00:00,2365,0
aho-corasick,407963262,53501585,2024-03-20T00:06:10.886998Z,2015-06-12T01:15:54.846782Z,1.1.3,Fast multiple substring searching.,https://github.com/BurntSushi/aho-corasick,1089,101,7,The Unlicense,0.13114314445304145,2024-03-20 00:06:10.886998+00:00,384,2015-06-12 01:15:54.846782+00:00,3588,0
heck,404921435,71846971,2024-03-12T22:42:23.303234Z,2017-03-27T11:22:23.067190Z,0.5.0,heck is a case conversion library.,https://github.com/withoutboats/heck,531,36,12,Apache License 2.0,0.17743434846811704,2024-03-12 22:42:23.303234+00:00,391,2017-03-27 11:22:23.067190+00:00,2934,0
ryu,400942642,57395171,2025-03-04T00:13:50.644407Z,2018-07-28T17:12:43.329564Z,1.0.20,Fast floating point to string conversion,https://github.com/dtolnay/ryu,631,28,2,Apache License 2.0,0.14315057813182167,2025-03-04 00:13:50.644407+00:00,35,2018-07-28 17:12:43.329564+00:00,2446,0
cc,399634775,56805804,2025-04-04T14:18:00.518911Z,2014-12-16T05:26:51.306505Z,1.2.18,"A build-time dependency for Cargo build scripts to assist in invoking the native
C compiler to compile native C code into a static archive to be linked into Rust
code.
",https://github.com/rust-lang/cc-rs,1956,496,146,Apache License 2.0,0.14214429662683883,2025-04-04 14:18:00.518911+00:00,4,2014-12-16 05:26:51.306505+00:00,3766,0
parking_lot_core,398437588,52938384,2024-04-25T23:03:36.701497Z,2016-08-26T23:12:30.588575Z,0.9.10,An advanced API for creating custom synchronization primitives.,https://github.com/Amanieu/parking_lot,2917,228,61,Apache License 2.0,0.13286493441979175,2024-04-25 23:03:36.701497+00:00,347,2016-08-26 23:12:30.588575+00:00,3146,0
unicode-ident,396594111,71241141,2025-03-04T00:23:40.461695Z,2021-10-02T05:15:24.656394Z,1.0.18,Determine whether characters have the XID_Start or XID_Continue properties according to Unicode Standard Annex #31,https://github.com/dtolnay/unicode-ident,89,16,3,Apache License 2.0,0.17963237230216966,2025-03-04 00:23:40.461695+00:00,35,2021-10-02 05:15:24.656394+00:00,1284,0
regex-automata,394320505,77825073,2024-11-11T15:16:26.004200Z,2019-01-02T22:11:41.647566Z,0.4.9,Automata construction and matching using regular expressions.,https://github.com/rust-lang/regex/tree/master/regex-automata,,,,,0.1973650165618448,2024-11-11 15:16:26.004200+00:00,148,2019-01-02 22:11:41.647566+00:00,2287,1
clap,391557818,58271223,2025-04-01T16:51:59.815379Z,2015-03-01T01:17:24.903018Z,4.5.35,"A simple to use, efficient, and full-featured Command Line Argument Parser",https://github.com/clap-rs/clap,14896,1091,352,Apache License 2.0,0.14881894913409696,2025-04-01 16:51:59.815379+00:00,7,2015-03-01 01:17:24.903018+00:00,3691,0
smallvec,388252166,52398158,2025-04-05T00:46:59.289860Z,2015-04-06T06:21:18.472333Z,2.0.0-alpha.11,'Small vector' optimization: store up to a small number of items on the stack,https://github.com/servo/rust-smallvec,1441,149,34,Apache License 2.0,0.13495908738858137,2025-04-05 00:46:59.289860+00:00,3,2015-04-06 06:21:18.472333+00:00,3655,0
lazy_static,383162820,48083449,2024-06-21T22:48:42.440092Z,2014-11-23T01:18:10.993977Z,1.5.0,A macro for declaring lazily evaluated statics in Rust.,https://github.com/rust-lang-nursery/lazy-static.rs,1984,123,37,Apache License 2.0,0.12549090488476936,2024-06-21 22:48:42.440092+00:00,290,2014-11-23 01:18:10.993977+00:00,3789,0
parking_lot,382584941,52282525,2024-05-24T22:26:24.893817Z,2016-05-13T15:57:59.130349Z,0.12.3,More compact and efficient implementations of the standard synchronization primitives.,https://github.com/Amanieu/parking_lot,2917,228,61,Apache License 2.0,0.13665599294981137,2024-05-24 22:26:24.893817+00:00,318,2016-05-13 15:57:59.130349+00:00,3252,0
thiserror-impl,381864338,76091329,2025-03-03T04:24:17.423843Z,2019-10-09T18:05:26.708915Z,2.0.12,Implementation detail of the `thiserror` crate,https://github.com/dtolnay/thiserror,4823,170,19,Apache License 2.0,0.19926272612552787,2025-03-03 04:24:17.423843+00:00,36,2019-10-09 18:05:26.708915+00:00,2007,0
thiserror,381844370,76089408,2025-03-03T04:24:30.902254Z,2019-10-09T18:05:40.346377Z,2.0.12,derive(Error),https://github.com/dtolnay/thiserror,4823,170,19,Apache License 2.0,0.19926811543666337,2025-03-03 04:24:30.902254+00:00,36,2019-10-09 18:05:40.346377+00:00,2007,0
strsim,374299442,56928720,2024-04-02T22:18:09.406790Z,2015-02-10T02:10:46.832583Z,0.11.1,"Implementations of string similarity metrics. Includes Hamming, Levenshtein,
OSA, Damerau-Levenshtein, Jaro, Jaro-Winkler, and Sørensen-Dice.
",https://github.com/rapidfuzz/strsim-rs,435,39,8,MIT License,0.1520940552190297,2024-04-02 22:18:09.406790+00:00,370,2015-02-10 02:10:46.832583+00:00,3710,0
num-traits,370434956,47644639,2024-05-03T21:27:39.856244Z,2016-04-14T07:22:34.568594Z,0.2.19,Numeric traits for generic mathematics,https://github.com/rust-num/num-traits,786,141,90,Apache License 2.0,0.1286180967219519,2024-05-03 21:27:39.856244+00:00,339,2016-04-14 07:22:34.568594+00:00,3281,0
time,353361951,40128981,2025-03-23T21:44:54.684907Z,2014-11-13T06:52:51.369245Z,0.3.41,Date and time library. Fully interoperable with the standard library. Mostly compatible with #![no_std].,https://github.com/time-rs/time,1168,282,18,Apache License 2.0,0.11356338985121803,2025-03-23 21:44:54.684907+00:00,15,2014-11-13 06:52:51.369245+00:00,3799,0
semver,352334295,50175102,2025-03-04T00:15:02.937867Z,2014-11-11T05:37:08.485853Z,1.0.26,Parser and evaluator for Cargo's flavor of Semantic Versioning,https://github.com/dtolnay/semver,624,132,5,Apache License 2.0,0.14240765861296584,2025-03-04 00:15:02.937867+00:00,35,2014-11-11 05:37:08.485853+00:00,3801,0
version_check,347847028,46256905,2024-07-25T23:38:14.142737Z,2017-01-15T08:53:43.890697Z,0.9.5,Tiny crate to check the version of the installed/running rustc.,https://github.com/SergioBenitez/version_check,52,13,4,Apache License 2.0,0.13298059571174486,2024-07-25 23:38:14.142737+00:00,256,2017-01-15 08:53:43.890697+00:00,3005,0
either,346327381,50460398,2025-03-05T21:36:27.950711Z,2015-09-14T22:12:31.900654Z,1.15.0,"The enum `Either` with variants `Left` and `Right` is a general purpose sum type with two cases.
",https://github.com/rayon-rs/either,513,64,12,Apache License 2.0,0.14570143964447327,2025-03-05 21:36:27.950711+00:00,33,2015-09-14 22:12:31.900654+00:00,3493,0
idna,344935003,50023354,2024-11-04T09:47:25.663512Z,2016-03-27T08:55:20.657552Z,1.0.3,IDNA (Internationalizing Domain Names in Applications) and Punycode.,https://github.com/servo/rust-url,1381,345,146,Apache License 2.0,0.14502255081372534,2024-11-04 09:47:25.663512+00:00,155,2016-03-27 08:55:20.657552+00:00,3299,0
lock_api,338144848,43284658,2024-04-25T23:01:49.287895Z,2018-06-08T00:16:14.822518Z,0.4.12,Wrappers to create fully-featured Mutex and RwLock types. Compatible with no_std.,https://github.com/Amanieu/parking_lot,2917,228,61,Apache License 2.0,0.1280062619791859,2024-04-25 23:01:49.287895+00:00,347,2018-06-08 00:16:14.822518+00:00,2496,0
digest,337374701,46308619,2025-02-22T18:58:56.313335Z,2016-10-06T14:10:33.763490Z,0.11.0-pre.10,Traits for cryptographic hash functions and message authentication codes,https://github.com/RustCrypto/traits,641,212,57,,0.13726168222672985,2025-02-22 18:58:56.313335+00:00,44,2016-10-06 14:10:33.763490+00:00,3106,0
scopeguard,334909287,42705386,2023-07-17T13:47:53.232324Z,2015-04-30T12:04:48.236552Z,1.2.0,"A RAII scope guard that will run a given closure when it goes out of scope,
even if the code between panics (assuming unwinding panic).

Defines the macros `defer!`, `defer_on_unwind!`, `defer_on_success!` as
shorthands for guards with one of the implemented strategies.
",https://github.com/bluss/scopeguard,504,19,7,Apache License 2.0,0.12751329287563173,2023-07-17 13:47:53.232324+00:00,631,2015-04-30 12:04:48.236552+00:00,3631,0
bytes,334414123,47617158,2025-03-05T12:12:14.708277Z,2015-01-30T08:04:59.453916Z,1.10.1,Types and traits for working with bytes,https://github.com/tokio-rs/bytes,2025,308,87,MIT License,0.14238979374683886,2025-03-05 12:12:14.708277+00:00,34,2015-01-30 08:04:59.453916+00:00,3721,0
socket2,330908359,47685406,2025-03-30T13:12:13.054152Z,2017-06-07T18:05:03.996775Z,0.5.9,"Utilities for handling networking sockets with a maximal amount of configuration
possible intended.
",https://github.com/rust-lang/socket2,726,246,30,Apache License 2.0,0.14410456763348187,2025-03-30 13:12:13.054152+00:00,9,2017-06-07 18:05:03.996775+00:00,2861,0
block-buffer,327229676,45011893,2025-02-22T16:06:21.726189Z,2017-06-12T01:07:55.617813Z,0.11.0-rc.4,Buffer type for block processing of data,https://github.com/RustCrypto/utils,492,136,28,,0.13755443439671408,2025-02-22 16:06:21.726189+00:00,45,2017-06-12 01:07:55.617813+00:00,2857,0
crossbeam-utils,323530946,43525275,2024-12-15T15:26:01.019842Z,2017-08-28T12:20:45.154206Z,0.8.21,Utilities for concurrent programming,https://github.com/crossbeam-rs/crossbeam,7772,485,150,Apache License 2.0,0.13453203020647056,2024-12-15 15:26:01.019842+00:00,114,2017-08-28 12:20:45.154206+00:00,2780,0
pin-project-lite,320265363,45951387,2025-01-06T12:20:51.767173Z,2019-10-22T15:30:45.981586Z,0.2.16,"A lightweight version of pin-project written with declarative macros.
",https://github.com/taiki-e/pin-project-lite,243,17,7,Apache License 2.0,0.14347910298373415,2025-01-06 12:20:51.767173+00:00,92,2019-10-22 15:30:45.981586+00:00,1995,0
memoffset,313201207,39933973,2024-03-26T19:58:31.849513Z,2017-10-17T06:16:56.082296Z,0.9.1,offset_of functionality for Rust structs.,https://github.com/Gilnaa/memoffset,226,29,3,MIT License,0.12750261527568124,2024-03-26 19:58:31.849513+00:00,377,2017-10-17 06:16:56.082296+00:00,2730,0
anyhow,311752681,46977735,2025-03-03T05:09:21.291587Z,2019-10-05T19:52:26.646502Z,1.0.97,Flexible concrete Error type built on std::error::Error,https://github.com/dtolnay/anyhow,5851,151,34,Apache License 2.0,0.1506891130793515,2025-03-03 05:09:21.291587+00:00,36,2019-10-05 19:52:26.646502+00:00,2011,0
miniz_oxide,311596663,51864754,2025-04-08T16:57:39.964326Z,2017-10-10T19:08:01.549072Z,0.8.8,DEFLATE compression and decompression library rewritten in Rust based on miniz,https://github.com/Frommi/miniz_oxide/tree/master/miniz_oxide,,,,,0.16644836148325504,2025-04-08 16:57:39.964326+00:00,0,2017-10-10 19:08:01.549072+00:00,2736,1
mio,310671367,46451723,2024-11-29T16:55:05.717773Z,2014-11-11T23:52:39.666778Z,1.0.3,Lightweight non-blocking I/O.,https://github.com/tokio-rs/mio,6571,764,22,MIT License,0.14952045130055389,2024-11-29 16:55:05.717773+00:00,130,2014-11-11 23:52:39.666778+00:00,3800,0
ppv-lite86,303561662,43681605,2025-03-09T20:01:40.419162Z,2019-02-01T22:36:06.869586Z,0.2.21,Cross-platform cryptography-oriented low-level SIMD library.,https://github.com/cryptocorrosion/cryptocorrosion,56,33,16,Apache License 2.0,0.14389697536970264,2025-03-09 20:01:40.419162+00:00,29,2019-02-01 22:36:06.869586+00:00,2257,0
rustix,300604692,56510796,2025-04-01T13:55:31.940128Z,2021-10-29T10:44:45.767768Z,1.0.5,Safe Rust bindings to POSIX/Unix/Linux/Winsock-like syscalls,https://github.com/bytecodealliance/rustix,1647,191,73,Other,0.18799039903209494,2025-04-01 13:55:31.940128+00:00,7,2021-10-29 10:44:45.767768+00:00,1257,0
percent-encoding,300411760,40668934,2023-11-22T19:07:35.463515Z,2017-06-13T17:02:11.044209Z,2.3.1,Percent encoding and decoding,https://github.com/servo/rust-url,1381,345,146,Apache License 2.0,0.1353773034717416,2023-11-22 19:07:35.463515+00:00,502,2017-06-13 17:02:11.044209+00:00,2856,0
byteorder,300336324,42788275,2023-10-06T00:45:57.877036Z,2015-02-03T23:28:57.422130Z,1.5.0,Library for reading/writing numbers in big-endian and little-endian.,https://github.com/BurntSushi/byteorder,1016,150,15,The Unlicense,0.14246786545872486,2023-10-06 00:45:57.877036+00:00,550,2015-02-03 23:28:57.422130+00:00,3716,0
tokio,299992269,42221666,2025-04-08T07:48:44.833815Z,2016-07-01T20:39:07.497766Z,1.44.2,"An event-driven, non-blocking I/O platform for writing asynchronous I/O
backed applications.
",https://github.com/tokio-rs/tokio,28290,2593,344,MIT License,0.14074251360124218,2025-04-08 07:48:44.833815+00:00,0,2016-07-01 20:39:07.497766+00:00,3202,0
url,296915543,41488594,2024-11-22T19:49:19.984539Z,2014-11-14T18:37:08.658193Z,2.5.4,"URL library for Rust, based on the WHATWG URL Standard",https://github.com/servo/rust-url,1381,345,146,Apache License 2.0,0.13973197085206146,2024-11-22 19:49:19.984539+00:00,136,2014-11-14 18:37:08.658193+00:00,3797,0
generic-array,295265864,38962912,2025-01-12T17:58:19.615534Z,2015-09-27T14:13:44.174465Z,1.2.0,Generic types implementing functionality of arrays,https://github.com/fizyk20/generic-array,407,77,8,MIT License,0.1319587421050474,2025-01-12 17:58:19.615534+00:00,85,2015-09-27 14:13:44.174465+00:00,3481,0
http,289803234,52161071,2025-03-11T20:19:56.370499Z,2014-11-20T23:30:38.809367Z,1.3.1,"A set of types for representing HTTP requests and responses.
",https://github.com/hyperium/http,1223,316,160,Apache License 2.0,0.17998788446922576,2025-03-11 20:19:56.370499+00:00,27,2014-11-20 23:30:38.809367+00:00,3791,0
windows-sys,289505944,65764610,2024-07-30T15:26:17.224105Z,2021-10-18T14:47:07.495906Z,0.59.0,Rust for Windows,https://github.com/microsoft/windows-rs,11146,541,20,Apache License 2.0,0.22716151900494314,2024-07-30 15:26:17.224105+00:00,252,2021-10-18 14:47:07.495906+00:00,1268,0
fastrand,288912460,50941052,2024-12-08T16:27:29.613896Z,2020-05-27T16:21:53.648642Z,2.3.0,A simple and fast random number generator,https://github.com/smol-rs/fastrand,480,38,9,Apache License 2.0,0.17632002441154668,2024-12-08 16:27:29.613896+00:00,121,2020-05-27 16:21:53.648642+00:00,1777,0
toml,287006887,43139505,2025-02-05T15:17:28.453820Z,2014-11-11T05:37:45.901317Z,0.8.20,"A native Rust encoder and decoder of TOML-formatted files and streams. Provides
implementations of the standard Serialize/Deserialize traits for TOML data to
facilitate deserializing and serializing Rust structures.
",https://github.com/toml-rs/toml,800,117,81,Apache License 2.0,0.15030825723704672,2025-02-05 15:17:28.453820+00:00,62,2014-11-11 05:37:45.901317+00:00,3801,0
hyper,284457133,48904788,2025-01-28T13:52:17.475823Z,2014-11-22T04:05:30.459510Z,1.6.0,A protective and efficient HTTP library for all.,https://github.com/hyperium/hyper,15112,1633,243,MIT License,0.17192322612630706,2025-01-28 13:52:17.475823+00:00,70,2014-11-22 04:05:30.459510+00:00,3790,0
slab,281789274,38233627,2023-08-22T13:40:02.247474Z,2015-06-15T20:47:25.571674Z,0.4.9,Pre-allocated storage for a uniform data type,https://github.com/tokio-rs/slab,754,91,10,MIT License,0.13568162640569492,2023-08-22 13:40:02.247474+00:00,595,2015-06-15 20:47:25.571674+00:00,3584,0
ahash,281654559,41976067,2024-03-03T17:28:36.057306Z,2019-02-28T06:58:45.540196Z,0.8.11,A non-cryptographic hash function using AES-NI for high performance,https://github.com/tkaitchuck/ahash,1124,111,31,Apache License 2.0,0.1490338631443917,2024-03-03 17:28:36.057306+00:00,401,2019-02-28 06:58:45.540196+00:00,2231,0
futures-core,280926820,40093019,2024-10-05T07:06:47.233193Z,2018-03-05T22:32:59.053938Z,0.3.31,"The core traits and types in for the `futures` library.
",https://github.com/rust-lang/futures-rs,5574,644,249,Apache License 2.0,0.14271695027196052,2024-10-05 07:06:47.233193+00:00,185,2018-03-05 22:32:59.053938+00:00,2590,0
num_cpus,276861789,27930785,2023-06-29T12:57:59.066610Z,2015-03-16T18:43:53.862639Z,1.16.0,Get the number of CPUs on a machine.,https://github.com/seanmonstar/num_cpus,595,93,33,Apache License 2.0,0.10088349533853515,2023-06-29 12:57:59.066610+00:00,649,2015-03-16 18:43:53.862639+00:00,3675,0
